Município;UF;Cdufmun;DATA;Escala de cor;Número de registros;População;Índice de isolamento
São Vicente;SP;3551009;24/04/2020;>50-60%;1;365798;56%
Sertãozinho;SP;3551702;24/04/2020;>40-50%;1;125815;49%
Sumaré;SP;3552403;24/04/2020;>40-50%;1;282441;44%
Suzano;SP;3552502;24/04/2020;>50-60%;1;297637;51%
Taboão da Serra;SP;3552809;24/04/2020;>40-50%;1;289664;48%
Tatuí;SP;3554003;24/04/2020;>50-60%;1;121766;51%
Taubaté;SP;3554102;24/04/2020;>40-50%;1;314924;48%
Ubatuba;SP;3555406;24/04/2020;>60-70%;1;90799;62%
Valinhos;SP;3556206;24/04/2020;>40-50%;1;129193;48%
Várzea Paulista;SP;3556503;24/04/2020;>40-50%;1;121838;47%
Vinhedo;SP;3556701;24/04/2020;>50-60%;1;78728;51%
Votorantim;SP;3557006;24/04/2020;>40-50%;1;122480;49%
Votuporanga;SP;3557105;24/04/2020;>50-60%;1;94547;53%
