"uf","MUNICIPIO","ESTIMATIVA2019","tipo","longitude","latitude","cod_uf","IDH","espvida","gini","t_agua","rdpc","AR_MUN_2019","densidade"
"PI","ALEGRETE DO PIAUÍ",4915,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,243.732,20.1655917154908
"PI","ALTO LONGÁ",14304,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1737.836,8.23092627842903
"PI","ALTOS",40524,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,957.654,42.31590950385
"PI","ALVORADA DO GURGUÉIA",5419,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2131.92,2.54184021914518
"PI","AMARANTE",17598,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1155.205,15.2336598266109
"PI","ANGICAL DO PIAUÍ",6788,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,223.06,30.4312740966556
"PI","ANÍSIO DE ABREU",9880,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,337.877,29.2414103357139
"PI","ANTÔNIO ALMEIDA",3164,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,645.748,4.89974417264939
"PI","AROAZES",5835,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,821.212,7.10535160226592
"PI","AROEIRAS DO ITAIM",2551,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,316.235,8.06678577640046
"PI","ARRAIAL",4727,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,682.761,6.92335971152424
"PI","ASSUNÇÃO DO PIAUÍ",7846,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1690.703,4.64067314010799
"PI","AVELINO LOPES",11289,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1218.072,9.26792504876559
"PI","BAIXA GRANDE DO RIBEIRO",11586,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,7808.915,1.48368883513267
"PI","BARRA D'ALCÂNTARA",3951,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,263.382,15.0010251270018
"PI","BARRAS",47066,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1722.507,27.3241269846799
"PI","BARREIRAS DO PIAUÍ",3348,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2167.986,1.54429041515951
"PI","BARRO DURO",7032,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,159.429,44.1074083134185
"PI","BATALHA",26857,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1589.01,16.9017186801845
"PI","BELA VISTA DO PIAUÍ",4015,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,499.092,8.04460900996209
"PI","BELÉM DO PIAUÍ",3566,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,243.531,14.6428996719104
"PI","BENEDITINOS",10467,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,934.843,11.1965324658793
"PI","BERTOLÍNIA",5501,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1225.335,4.4893845356576
"PI","BETÂNIA DO PIAUÍ",6205,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,580.917,10.681388218971
"PI","BOA HORA",6781,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,336.954,20.1244086729939
"PI","BOCAINA",4500,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,261.651,17.1984819473268
"PI","BOM JESUS",25179,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,5469.367,4.60364060411379
"PI","BOM PRINCÍPIO DO PIAUÍ",5630,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,523.142,10.7618963875965
"PI","BONFIM DO PIAUÍ",5670,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,289.21,19.6051312195291
"PI","BOQUEIRÃO DO PIAUÍ",6407,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,269.802,23.7470441286573
"PI","BRASILEIRA",8329,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,880.341,9.46110654848519
"PI","BREJO DO PIAUÍ",3875,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2267.327,1.70906093386618
"PI","BURITI DOS LOPES",19781,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,689.234,28.6999770760003
"PI","BURITI DOS MONTES",8244,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2437.326,3.38239529714121
"PI","CABECEIRAS DO PIAUÍ",10586,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,608.804,17.388190616356
"PI","CAJAZEIRAS DO PIAUÍ",3559,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,514.364,6.91922451804559
"PI","CAJUEIRO DA PRAIA",7642,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,271.165,28.1821031475301
"PI","CALDEIRÃO GRANDE DO PIAUÍ",5776,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,467.083,12.3661105199718
"PI","CAMPINAS DO PIAUÍ",5613,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,783.842,7.16088191242623
"PI","CAMPO ALEGRE DO FIDALGO",5045,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,657.796,7.66955104622102
"PI","CAMPO GRANDE DO PIAUÍ",5943,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,311.829,19.0585224594249
"PI","CAMPO LARGO DO PIAUÍ",7279,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,477.629,15.2398619011827
"PI","CAMPO MAIOR",46833,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1680.803,27.8634676401696
"PI","CANAVIEIRA",3950,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2162.874,1.82627374502629
"PI","CANTO DO BURITI",21187,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,4325.643,4.89800013547119
"PI","CAPITÃO DE CAMPOS",11417,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,569.889,20.0337258659142
"PI","CAPITÃO GERVÁSIO OLIVEIRA",4100,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1134.168,3.61498472889378
"PI","CARACOL",10916,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1610.959,6.77608803203558
"PI","CARAÚBAS DO PIAUÍ",5868,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,471.242,12.4522007800663
"PI","CARIDADE DO PIAUÍ",5067,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,498.793,10.1585226737344
"PI","CASTELO DO PIAUÍ",19716,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2378.847,8.28804879002307
"PI","CAXINGÓ",5424,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,491.063,11.0454259433107
"PI","COCAL",27787,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1294.125,21.4716507292572
"PI","COCAL DE TELHA",4891,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,310.346,15.7598293517558
"PI","COCAL DOS ALVES",6153,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,324.863,18.9402917537547
"PI","COIVARAS",4020,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,485.496,8.28019180384596
"PI","COLÔNIA DO GURGUÉIA",6484,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,430.621,15.0573241899489
"PI","COLÔNIA DO PIAUÍ",7656,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,947.879,8.07698028967832
"PI","CONCEIÇÃO DO CANINDÉ",4803,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,824.729,5.82373118927551
"PI","CORONEL JOSÉ DIAS",4682,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1914.833,2.44512184613488
"PI","CORRENTE",26644,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3048.446,8.74019090382444
"PI","CRISTALÂNDIA DO PIAUÍ",8294,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1202.896,6.89502666897221
"PI","CRISTINO CASTRO",10423,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1846.193,5.64567193137446
"PI","CURIMATÁ",11388,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2344.655,4.85700454864362
"PI","CURRAIS",4954,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3156.657,1.56938178585763
"PI","CURRALINHOS",4443,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,345.848,12.8466840924337
"PI","CURRAL NOVO DO PIAUÍ",5343,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,755.251,7.07446928239751
"PI","DEMERVAL LOBÃO",13817,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,216.807,63.7294921289442
"PI","DIRCEU ARCOVERDE",7011,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1017.057,6.89341895292004
"PI","DOM EXPEDITO LOPES",6904,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,218.71,31.5669150930456
"PI","DOMINGOS MOURÃO",4355,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,848.705,5.13134717010033
"PI","DOM INOCÊNCIO",9556,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3870.167,2.46914409636587
"PI","ELESBÃO VELOSO",14602,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1383.978,10.5507457488486
"PI","ELISEU MARTINS",4915,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1090.45,4.50731349442891
"PI","ESPERANTINA",39737,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,908.777,43.7257985182283
"PI","FARTURA DO PIAUÍ",5307,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,712.918,7.44405387435862
"PI","FLORES DO PIAUÍ",4463,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,946.719,4.71417601210074
"PI","FLORESTA DO PIAUÍ",2558,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,223.218,11.4596493114355
"PI","FLORIANO",59935,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3409.647,17.5780659992075
"PI","FRANCINÓPOLIS",5348,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,268.702,19.9030896681082
"PI","FRANCISCO AYRES",4348,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,656.475,6.62325297993069
"PI","FRANCISCO MACEDO",3184,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,176.505,18.0391490326053
"PI","FRANCISCO SANTOS",9319,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,491.865,18.9462555782583
"PI","FRONTEIRAS",11625,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,778.204,14.9382424145854
"PI","GEMINIANO",5442,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,441.336,12.3307412039806
"PI","GILBUÉS",10690,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3494.953,3.0586963544288
"PI","GUADALUPE",10499,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1023.592,10.2570164674988
"PI","GUARIBAS",4562,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3118.231,1.46300899452286
"PI","HUGO NAPOLEÃO",3877,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,224.455,17.2729500345281
"PI","ILHA GRANDE",9426,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,134.015,70.3354102152744
"PI","INHUMA",15308,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,978.222,15.6487995567468
"PI","IPIRANGA DO PIAUÍ",9811,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,529.417,18.531705630911
"PI","ISAÍAS COELHO",8549,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,800.688,10.6770677217593
"PI","ITAINÓPOLIS",11530,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,827.62,13.9315144631594
"PI","ITAUEIRA",11019,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2554.179,4.31410641149269
"PI","JACOBINA DO PIAUÍ",5741,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1333.796,4.30425642302121
"PI","JAICÓS",19104,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,865.144,22.0818730754649
"PI","JARDIM DO MULATO",4504,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,509.85,8.83397077571835
"PI","JATOBÁ DO PIAUÍ",4865,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,650.681,7.47678201760924
"PI","JERUMENHA",4452,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1867.313,2.38417447958644
"PI","JOÃO COSTA",3008,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1800.23,1.67089760752793
"PI","JOAQUIM PIRES",14354,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,739.979,19.3978477767612
"PI","JOCA MARQUES",5443,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,166.443,32.7018859309193
"PI","JOSÉ DE FREITAS",39208,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1538.172,25.4899972174763
"PI","JUAZEIRO DO PIAUÍ",5478,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,935.404,5.85629310971516
"PI","JÚLIO BORGES",5627,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1283.916,4.38268547163522
"PI","JUREMA",4763,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1271.881,3.74484719875523
"PI","LAGOINHA DO PIAUÍ",2845,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,67.617,42.075217770679
"PI","LAGOA ALEGRE",8542,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,394.661,21.6438918464201
"PI","LAGOA DO BARRO DO PIAUÍ",4655,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1329.665,3.50088180105515
"PI","LAGOA DE SÃO FRANCISCO",6758,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,155.639,43.4209934527978
"PI","LAGOA DO PIAUÍ",4064,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,427.325,9.51032586438893
"PI","LAGOA DO SÍTIO",5177,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,804.698,6.43346945065105
"PI","LANDRI SALES",5295,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1088.583,4.86412152311767
"PI","LUÍS CORREIA",30311,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1074.712,28.2038350739547
"PI","LUZILÂNDIA",25486,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,704.347,36.1838695983656
"PI","MADEIRO",8310,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,177.153,46.908604426682
"PI","MANOEL EMÍDIO",5349,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1618.992,3.30390761659106
"PI","MARCOLÂNDIA",8492,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,139.973,60.6688432769177
"PI","MARCOS PARENTE",4549,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,677.414,6.71524355859194
"PI","MASSAPÊ DO PIAUÍ",6441,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,530.016,12.152463321862
"PI","MATIAS OLÍMPIO",10936,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,226.374,48.3094348290881
"PI","MIGUEL ALVES",33760,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1393.715,24.2230298159954
"PI","MIGUEL LEÃO",1246,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,93.412,13.338757333105
"PI","MILTON BRANDÃO",6613,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1309.128,5.05145409768945
"PI","MONSENHOR GIL",10564,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,567.545,18.6135020130562
"PI","MONSENHOR HIPÓLITO",7749,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,401.433,19.3033457638012
"PI","MONTE ALEGRE DO PIAUÍ",10613,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2417.933,4.38928622091679
"PI","MORRO CABEÇA NO TEMPO",4532,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2210.461,2.05025105622764
"PI","MORRO DO CHAPÉU DO PIAUÍ",6796,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,328.289,20.7012723545413
"PI","MURICI DOS PORTELAS",9159,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,480.567,19.0587368670758
"PI","NAZARÉ DO PIAUÍ",7339,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1315.841,5.57742158817061
"PI","NAZÁRIA",8570,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,364.525,23.5100473218572
"PI","NOSSA SENHORA DE NAZARÉ",4870,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,356.264,13.6696382457953
"PI","NOSSA SENHORA DOS REMÉDIOS",8692,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,357.896,24.2863848715828
"PI","NOVO ORIENTE DO PIAUÍ",6565,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,525.906,12.4832194346518
"PI","NOVO SANTO ANTÔNIO",2991,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,445.332,6.71633747406429
"PI","OEIRAS",37029,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2702.486,13.7018286126182
"PI","OLHO D'ÁGUA DO PIAUÍ",2459,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,183.121,13.4282796620814
"PI","PADRE MARCOS",6868,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,278.637,24.6485570832302
"PI","PAES LANDIM",4129,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,401.378,10.287061074598
"PI","PAJEÚ DO PIAUÍ",3389,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,986.961,3.43377296569976
"PI","PALMEIRA DO PIAUÍ",5043,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2023.519,2.49219305576078
"PI","PALMEIRAIS",14539,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1499.18,9.69796822262837
"PI","PAQUETÁ",3945,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,432.681,9.1175716058713
"PI","PARNAGUÁ",10791,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3429.282,3.14672284169106
"PI","PARNAÍBA",153078,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,435.942,351.143041964298
"PI","PASSAGEM FRANCA DO PIAUÍ",4313,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,643.438,6.70305452895228
"PI","PATOS DO PIAUÍ",6392,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,803.299,7.95718655195637
"PI","PAU D'ARCO DO PIAUÍ",4045,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,430.817,9.38913738315805
"PI","PAULISTANA",20523,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1941.393,10.5712753677385
"PI","PAVUSSU",3677,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1090.697,3.37123875833527
"PI","PEDRO II",38742,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1544.565,25.0827903001816
"PI","PEDRO LAURENTINO",2536,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,870.337,2.91381384452229
"PI","NOVA SANTA RITA",4374,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,909.734,4.80799882163358
"PI","PICOS",78222,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,577.304,135.495336945526
"PI","PIMENTEIRAS",12127,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,4562.9,2.65773959543273
"PI","PIO IX",18425,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1947.212,9.462246535046
"PI","PIRACURUCA",28791,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2369.21,12.1521519831505
"PI","PIRIPIRI",63742,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1409.25,45.231151321625
"PI","PORTO",12568,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,253.21,49.6346905730421
"PI","PORTO ALEGRE DO PIAUÍ",2710,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1169.441,2.31734649289703
"PI","PRATA DO PIAUÍ",3151,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,198.566,15.8687791464803
"PI","QUEIMADA NOVA",8992,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1284.674,6.99944110334606
"PI","REDENÇÃO DO GURGUÉIA",8778,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2468.072,3.55662233516688
"PI","REGENERAÇÃO",17978,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1251.036,14.3704897381051
"PI","RIACHO FRIO",4312,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2222.096,1.94051022098055
"PI","RIBEIRA DO PIAUÍ",4477,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1012.479,4.42182010688617
"PI","RIBEIRO GONÇALVES",7341,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3978.944,1.84496187933281
"PI","RIO GRANDE DO PIAUÍ",6432,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,635.953,10.1139549620805
"PI","SANTA CRUZ DO PIAUÍ",6240,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,583.097,10.7014784847118
"PI","SANTA CRUZ DOS MILAGRES",4019,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,978.565,4.10703427978724
"PI","SANTA FILOMENA",6253,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,5285.45,1.18305915295765
"PI","SANTA LUZ",5860,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1186.737,4.93790957895473
"PI","SANTANA DO PIAUÍ",4634,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,111.063,41.7240665208035
"PI","SANTA ROSA DO PIAUÍ",5257,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,340.198,15.452765742303
"PI","SANTO ANTÔNIO DE LISBOA",6415,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,385.135,16.6564970724551
"PI","SANTO ANTÔNIO DOS MILAGRES",2161,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,33.668,64.1855768088393
"PI","SANTO INÁCIO DO PIAUÍ",3798,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,852.088,4.45728610190497
"PI","SÃO BRAZ DO PIAUÍ",4448,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,656.367,6.77669657371562
"PI","SÃO FÉLIX DO PIAUÍ",2942,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,627.157,4.69101038495943
"PI","SÃO FRANCISCO DE ASSIS DO PIAUÍ",5755,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1072.48,5.36606743249291
"PI","SÃO FRANCISCO DO PIAUÍ",6423,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1340.665,4.7909060056017
"PI","SÃO GONÇALO DO GURGUÉIA",3041,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1385.311,2.1951749462756
"PI","SÃO GONÇALO DO PIAUÍ",5015,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,150.07,33.4177383887519
"PI","SÃO JOÃO DA CANABRAVA",4608,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,480.537,9.58927200194782
"PI","SÃO JOÃO DA FRONTEIRA",6042,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,817.111,7.39434422006313
"PI","SÃO JOÃO DA SERRA",6139,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,997.035,6.15725626482521
"PI","SÃO JOÃO DA VARJOTA",4840,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,395.306,12.2436795798698
"PI","SÃO JOÃO DO ARRAIAL",7989,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,213.355,37.4446345293056
"PI","SÃO JOÃO DO PIAUÍ",20601,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1527.773,13.484333078278
"PI","SÃO JOSÉ DO DIVINO",5346,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,319.082,16.75431393811
"PI","SÃO JOSÉ DO PEIXE",3745,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1287.174,2.90947455433376
"PI","SÃO JOSÉ DO PIAUÍ",6705,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,373.347,17.9591639948895
"PI","SÃO JULIÃO",6363,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,291.115,21.8573416003985
"PI","SÃO LOURENÇO DO PIAUÍ",4573,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,672.71,6.79787724279407
"PI","SÃO LUIS DO PIAUÍ",2644,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,217.924,12.1326701051743
"PI","SÃO MIGUEL DA BAIXA GRANDE",2452,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,445.599,5.50270534718435
"PI","SÃO MIGUEL DO FIDALGO",3039,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,813.444,3.73596707333264
"PI","SÃO MIGUEL DO TAPUIO",17662,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,4988.193,3.54076115338761
"PI","SÃO PEDRO DO PIAUÍ",14291,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,518.288,27.5734726638471
"PI","SÃO RAIMUNDO NONATO",34710,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,2415.599,14.3691067929735
"PI","SEBASTIÃO BARROS",3469,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,893.716,3.88154626301868
"PI","SEBASTIÃO LEAL",4294,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,3151.588,1.36248773634117
"PI","SIGEFREDO PACHECO",10041,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1031.489,9.7344712352725
"PI","SIMÕES",14633,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1075.517,13.605549703073
"PI","SIMPLÍCIO MENDES",12711,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1360.028,9.3461311090654
"PI","SOCORRO DO PIAUÍ",4569,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,761.854,5.99721206425378
"PI","SUSSUAPARA",6730,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,205.741,32.7110298870911
"PI","TAMBORIL DO PIAUÍ",2919,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1587.296,1.83897647319719
"PI","TANQUE DO PIAUÍ",2765,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,398.723,6.93463883447907
"PI","TERESINA",864845,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1391.046,621.72278990055
"PI","UNIÃO",44485,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1173.447,37.9096797724993
"PI","URUÇUÍ",21558,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,8411.898,2.56279855033906
"PI","VALENÇA DO PIAUÍ",20918,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,1333.722,15.6839281349487
"PI","VÁRZEA BRANCA",4947,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,450.755,10.9749198566849
"PI","VÁRZEA GRANDE",4391,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,237.013,18.5264099437584
"PI","VERA MENDES",3077,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,341.974,8.99776006363057
"PI","VILA NOVA DO PIAUÍ",2971,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,221.654,13.4037734487083
"PI","WALL FERRAZ",4462,"cidade",NA,NA,"22",NA,NA,NA,NA,NA,269.987,16.5267216569687
"CE","ABAIARA",11737,"cidade",NA,NA,"23",NA,NA,NA,NA,NA,180.833,64.9051887653249
"CE","ACARAPE",14929,"cidade",NA,NA,"23",NA,NA,NA,NA,NA,130.002,114.83669482008
"CE","ACARAÚ",62641,"cidade",NA,NA,"23",NA,NA,NA,NA,NA,842.471,74.3538946741193
"CE","ACOPIARA",54270,"cidade",NA,NA,"23",NA,NA,NA,NA,NA,2254.279,24.0742161906312
